Row	energy_consumption	starting_temp	starting_humi	time_taken	factor	path	ending_temp	ending_humi
1180	[]	27.071428571428573	62.0	[]	Infinity	[]		
1181	[]	27.071428571428573	50.82142857142857	[]	Infinity	[]		
1182	[]	27.071428571428573	52.785714285714285	[]	Infinity	[]		
1183	[]	27.071428571428566	59.142857142857146	[]	Infinity	[]		
1184	[]	27.064285714285713	59.464285714285715	[]	Infinity	[]		
1185	[]	27.062857142857137	65.85714285714286	[]	Infinity	[]		
1186	[]	27.057142857142857	61.82142857142857	[]	Infinity	[]		
1187	[]	27.057142857142857	59.92857142857143	[]	Infinity	[]		
1188	[]	27.057142857142857	59.285714285714285	[]	Infinity	[]		
1189	[]	27.057142857142857	61.07142857142857	[]	Infinity	[]		
1190	[]	27.057142857142857	60.5	[]	Infinity	[]		
1191	[]	27.057142857142853	67.28571428571429	[]	Infinity	[]		
1192	[]	27.057142857142853	67.28571428571429	[]	Infinity	[]		
1193	[]	27.057142857142853	61.67857142857143	[]	Infinity	[]		
1194	[]	27.057142857142853	61.785714285714285	[]	Infinity	[]		
1195	[]	27.057142857142853	62.142857142857146	[]	Infinity	[]		
1196	[]	27.057142857142853	52.107142857142854	[]	Infinity	[]		
1197	[]	27.057142857142853	62.07142857142857	[]	Infinity	[]		
1198	[]	27.057142857142853	52.357142857142854	[]	Infinity	[]		
1199	[]	27.057142857142853	52.0	[]	Infinity	[]		
1200	[]	27.057142857142853	51.607142857142854	[]	Infinity	[]		
1201	[]	27.057142857142853	59.785714285714285	[]	Infinity	[]		
1202	[]	27.057142857142853	59.714285714285715	[]	Infinity	[]		
1203	[]	27.057142857142853	51.892857142857146	[]	Infinity	[]		
1204	[]	27.042857142857144	60.357142857142854	[]	Infinity	[]		
1205	[]	27.042857142857144	60.857142857142854	[]	Infinity	[]		
1206	[]	27.042857142857144	60.607142857142854	[]	Infinity	[]		
1207	[]	27.042857142857144	59.714285714285715	[]	Infinity	[]		
1208	[]	27.042857142857144	60.07142857142857	[]	Infinity	[]		
1209	[]	27.042857142857144	58.642857142857146	[]	Infinity	[]		
1210	[]	27.042857142857144	58.57142857142857	[]	Infinity	[]		
1211	[]	27.042857142857144	58.214285714285715	[]	Infinity	[]		
1212	[]	27.042857142857144	58.892857142857146	[]	Infinity	[]		
1213	[]	27.042857142857144	50.642857142857146	[]	Infinity	[]		
1214	[]	27.042857142857144	59.0	[]	Infinity	[]		
1215	[]	27.042857142857144	59.0	[]	Infinity	[]		
1216	[]	27.042857142857144	59.5	[]	Infinity	[]		
1217	[]	27.042857142857144	59.57142857142857	[]	Infinity	[]		
1218	[]	27.04285714285714	61.92857142857143	[]	Infinity	[]		
1219	[]	27.04285714285714	61.57142857142857	[]	Infinity	[]		
1220	[]	27.04285714285714	62.0	[]	Infinity	[]		
1221	[]	27.04285714285714	51.57142857142857	[]	Infinity	[]		
1222	[]	27.04285714285714	62.0	[]	Infinity	[]		
1223	[]	27.04285714285714	60.964285714285715	[]	Infinity	[]		
1224	[]	27.04285714285714	59.357142857142854	[]	Infinity	[]		
1225	[]	27.04285714285714	51.92857142857143	[]	Infinity	[]		
1226	[]	27.04285714285714	59.714285714285715	[]	Infinity	[]		
1227	[]	27.04285714285714	60.0	[]	Infinity	[]		
1228	[]	27.04285714285714	61.07142857142857	[]	Infinity	[]		
1229	[]	27.04285714285714	61.32142857142857	[]	Infinity	[]		
1230	[]	27.04285714285714	61.214285714285715	[]	Infinity	[]		
1231	[]	27.04285714285714	61.07142857142857	[]	Infinity	[]		
1232	[]	27.04285714285714	59.857142857142854	[]	Infinity	[]		
1233	[]	27.04285714285714	60.0	[]	Infinity	[]		
1234	[]	27.04285714285714	60.32142857142857	[]	Infinity	[]		
1235	[]	27.035714285714285	67.39285714285714	[]	Infinity	[]		
1236	[]	27.035714285714285	62.035714285714285	[]	Infinity	[]		
1237	[]	27.035714285714285	61.92857142857143	[]	Infinity	[]		
1238	[]	27.035714285714285	60.107142857142854	[]	Infinity	[]		
1239	[]	27.02857142857143	62.5	[]	Infinity	[]		
1240	[]	27.02857142857143	59.5	[]	Infinity	[]		
1241	[]	27.02857142857143	59.08333333333333	[]	Infinity	[]		
1242	[]	27.02857142857143	59.023809523809526	[]	Infinity	[]		
1243	[]	27.02857142857143	62.857142857142854	[]	Infinity	[]		
1244	[]	27.02857142857143	50.607142857142854	[]	Infinity	[]		
1245	[]	27.02857142857143	58.714285714285715	[]	Infinity	[]		
1246	[]	27.02857142857143	58.17857142857143	[]	Infinity	[]		
1247	[]	27.02857142857143	62.32142857142857	[]	Infinity	[]		
1248	[]	27.02857142857143	62.214285714285715	[]	Infinity	[]		
1249	[]	27.02857142857143	58.214285714285715	[]	Infinity	[]		
1250	[]	27.02857142857143	61.92857142857143	[]	Infinity	[]		
1251	[]	27.02857142857143	61.714285714285715	[]	Infinity	[]		
1252	[]	27.02857142857143	61.57142857142857	[]	Infinity	[]		
1253	[]	27.02857142857143	61.42857142857143	[]	Infinity	[]		
1254	[]	27.02857142857143	62.357142857142854	[]	Infinity	[]		
1255	[]	27.02857142857143	62.357142857142854	[]	Infinity	[]		
1256	[]	27.02857142857143	62.357142857142854	[]	Infinity	[]		
1257	[]	27.02857142857143	60.857142857142854	[]	Infinity	[]		
1258	[]	27.02857142857143	60.42857142857143	[]	Infinity	[]		
1259	[]	27.02857142857143	58.357142857142854	[]	Infinity	[]		
1260	[]	27.02857142857143	63.214285714285715	[]	Infinity	[]		
1261	[]	27.02857142857143	61.5	[]	Infinity	[]		
1262	[]	27.02857142857143	51.285714285714285	[]	Infinity	[]		
1263	[]	27.02857142857143	61.92857142857143	[]	Infinity	[]		
1264	[]	27.02857142857143	61.92857142857143	[]	Infinity	[]		
1265	[]	27.02857142857143	67.5	[]	Infinity	[]		
1266	[]	27.02857142857143	61.57142857142857	[]	Infinity	[]		
1267	[]	27.02857142857143	60.714285714285715	[]	Infinity	[]		
1268	[]	27.02857142857143	61.92857142857143	[]	Infinity	[]		
1269	[]	27.02857142857143	60.285714285714285	[]	Infinity	[]		
1270	[]	27.02857142857143	60.285714285714285	[]	Infinity	[]		
1271	[]	27.02857142857143	60.214285714285715	[]	Infinity	[]		
1272	[]	27.02857142857143	51.357142857142854	[]	Infinity	[]		
1273	[]	27.02857142857143	51.5	[]	Infinity	[]		
1274	[]	27.021428571428572	61.07142857142857	[]	Infinity	[]		
1275	[]	27.021428571428572	60.75	[]	Infinity	[]		
1276	[]	27.014285714285712	61.57142857142857	[]	Infinity	[]		
1277	[]	27.014285714285712	61.57142857142857	[]	Infinity	[]		
1278	[]	27.014285714285712	61.642857142857146	[]	Infinity	[]		
1279	[]	27.014285714285712	63.42857142857143	[]	Infinity	[]		
1280	[]	27.014285714285712	61.892857142857146	[]	Infinity	[]		
1281	[]	27.014285714285712	63.357142857142854	[]	Infinity	[]		
1282	[]	27.014285714285712	63.785714285714285	[]	Infinity	[]		
1283	[]	27.014285714285712	60.32142857142857	[]	Infinity	[]		
1284	[]	27.014285714285712	51.107142857142854	[]	Infinity	[]		
1285	[]	27.014285714285712	61.535714285714285	[]	Infinity	[]		
1286	[]	27.014285714285712	62.57142857142857	[]	Infinity	[]		
1287	[]	27.014285714285712	62.57142857142857	[]	Infinity	[]		
1288	[]	27.014285714285712	62.57142857142857	[]	Infinity	[]		
1289	[]	27.014285714285712	62.714285714285715	[]	Infinity	[]		
1290	[]	27.014285714285712	62.75	[]	Infinity	[]		
1291	[]	27.014285714285712	64.0	[]	Infinity	[]		
1292	[]	27.014285714285712	62.964285714285715	[]	Infinity	[]		
1293	[]	27.014285714285712	63.17857142857143	[]	Infinity	[]		
1294	[]	27.014285714285712	61.142857142857146	[]	Infinity	[]		
1295	[]	27.014285714285712	63.42857142857143	[]	Infinity	[]		
1296	[]	27.014285714285712	65.85714285714286	[]	Infinity	[]		
1297	[]	27.014285714285712	60.57142857142857	[]	Infinity	[]		
1298	[]	27.014285714285712	60.67857142857143	[]	Infinity	[]		
1299	[]	27.014285714285712	50.42857142857143	[]	Infinity	[]		
1300	[]	27.014285714285712	63.785714285714285	[]	Infinity	[]		
1301	[]	27.014285714285712	63.75	[]	Infinity	[]		
1302	[]	27.014285714285712	63.785714285714285	[]	Infinity	[]		
1303	[]	27.014285714285712	58.0	[]	Infinity	[]		
1304	[]	27.014285714285712	58.07142857142857	[]	Infinity	[]		
1305	[]	27.014285714285712	60.714285714285715	[]	Infinity	[]		
1306	[]	27.014285714285712	61.392857142857146	[]	Infinity	[]		
1307	[]	27.014285714285712	65.85714285714286	[]	Infinity	[]		
1308	[]	27.014285714285712	63.535714285714285	[]	Infinity	[]		
1309	[]	27.014285714285712	63.92857142857143	[]	Infinity	[]		
1310	[]	27.014285714285712	63.464285714285715	[]	Infinity	[]		
1311	[]	27.014285714285712	63.357142857142854	[]	Infinity	[]		
1312	[]	27.014285714285712	63.892857142857146	[]	Infinity	[]		
1313	[]	27.014285714285712	61.142857142857146	[]	Infinity	[]		
1314	[]	27.014285714285712	63.07142857142857	[]	Infinity	[]		
1315	[]	27.014285714285712	61.214285714285715	[]	Infinity	[]		
1316	[]	27.014285714285712	63.0	[]	Infinity	[]		
1317	[]	27.00714285714286	61.785714285714285	[]	Infinity	[]		
1318	[]	27.00714285714286	50.285714285714285	[]	Infinity	[]		
1319	[]	27.00714285714286	61.82142857142857	[]	Infinity	[]		
1320	[]	27.0	64.0	[]	Infinity	[]		
1321	[]	27.0	61.57142857142857	[]	Infinity	[]		
1322	[]	27.0	64.07142857142857	[]	Infinity	[]		
1323	[]	27.0	64.14285714285714	[]	Infinity	[]		
1324	[]	27.0	64.17857142857143	[]	Infinity	[]		
1325	[]	27.0	61.92857142857143	[]	Infinity	[]		
1326	[]	27.0	61.642857142857146	[]	Infinity	[]		
1327	[]	27.0	61.5	[]	Infinity	[]		
1328	[]	27.0	62.0	[]	Infinity	[]		
1329	[]	27.0	62.07142857142857	[]	Infinity	[]		
1330	[]	27.0	62.07142857142857	[]	Infinity	[]		
1331	[]	27.0	62.57142857142857	[]	Infinity	[]		
1332	[]	27.0	62.57142857142857	[]	Infinity	[]		
1333	[]	27.0	57.714285714285715	[]	Infinity	[]		
1334	[]	27.0	57.57142857142857	[]	Infinity	[]		
1335	[]	27.0	57.464285714285715	[]	Infinity	[]		
1336	[]	27.0	63.892857142857146	[]	Infinity	[]		
1337	[]	27.0	62.642857142857146	[]	Infinity	[]		
1338	[]	27.0	63.785714285714285	[]	Infinity	[]		
1339	[]	27.0	63.5	[]	Infinity	[]		
1340	[]	27.0	63.42857142857143	[]	Infinity	[]		
1341	[]	27.0	63.142857142857146	[]	Infinity	[]		
1342	[]	27.0	63.785714285714285	[]	Infinity	[]		
1343	[]	27.0	67.39285714285714	[]	Infinity	[]		
1345	[]	26.985714285714288	63.035714285714285	[]	Infinity	[]		
1346	[]	26.985714285714288	62.75	[]	Infinity	[]		
1347	[]	26.985714285714288	62.714285714285715	[]	Infinity	[]		
1348	[]	26.985714285714288	62.464285714285715	[]	Infinity	[]		
1349	[]	26.985714285714288	62.357142857142854	[]	Infinity	[]		
1350	[]	26.985714285714288	62.357142857142854	[]	Infinity	[]		
1351	[]	26.985714285714288	65.92857142857143	[]	Infinity	[]		
1352	[]	26.985714285714288	57.285714285714285	[]	Infinity	[]		
1353	[]	26.985714285714288	66.0	[]	Infinity	[]		
1354	[]	26.985714285714288	64.07142857142857	[]	Infinity	[]		
1355	[]	26.985714285714288	51.07142857142857	[]	Infinity	[]		
1356	[]	26.985714285714288	50.214285714285715	[]	Infinity	[]		
1357	[]	26.985714285714288	50.07142857142857	[]	Infinity	[]		
1358	[]	26.978571428571428	51.0	[]	Infinity	[]		
1359	[]	26.978571428571428	57.285714285714285	[]	Infinity	[]		
1360	[]	26.97142857142857	63.42857142857143	[]	Infinity	[]		
1361	[]	26.97142857142857	63.357142857142854	[]	Infinity	[]		
1362	[]	26.97142857142857	63.214285714285715	[]	Infinity	[]		
1363	[]	26.97142857142857	63.07142857142857	[]	Infinity	[]		
1364	[]	26.97142857142857	63.07142857142857	[]	Infinity	[]		
1365	[]	26.97142857142857	62.892857142857146	[]	Infinity	[]		
1366	[]	26.97142857142857	49.964285714285715	[]	Infinity	[]		
1367	[]	26.97142857142857	63.5	[]	Infinity	[]		
1368	[]	26.95714285714286	50.714285714285715	[]	Infinity	[]		
1369	[]	26.95714285714286	49.857142857142854	[]	Infinity	[]		
1370	[]	26.95714285714286	63.5	[]	Infinity	[]		
1371	[]	26.95714285714286	63.57142857142857	[]	Infinity	[]		
1372	[]	26.95714285714286	63.392857142857146	[]	Infinity	[]		
1373	[]	26.95714285714286	63.357142857142854	[]	Infinity	[]		
1374	[]	26.95714285714286	66.0	[]	Infinity	[]		
1375	[]	26.95714285714286	57.142857142857146	[]	Infinity	[]		
1376	[]	26.95714285714286	57.05357142857143	[]	Infinity	[]		
1377	[]	26.95714285714286	67.42857142857143	[]	Infinity	[]		
1378	[]	26.95714285714286	63.92857142857143	[]	Infinity	[]		
1379	[]	26.957142857142856	63.714285714285715	[]	Infinity	[]		
1380	[]	26.95	67.53571428571429	[]	Infinity	[]		
1381	[]	26.95	64.0	[]	Infinity	[]		
1382	[]	26.942857142857147	56.892857142857146	[]	Infinity	[]		
1383	[]	26.942857142857147	56.875	[]	Infinity	[]		
1384	[]	26.942857142857147	56.785714285714285	[]	Infinity	[]		
1385	[]	26.942857142857143	63.785714285714285	[]	Infinity	[]		
1386	[]	26.942857142857143	63.785714285714285	[]	Infinity	[]		
1387	[]	26.942857142857143	63.785714285714285	[]	Infinity	[]		
1388	[]	26.942857142857143	63.785714285714285	[]	Infinity	[]		
1389	[]	26.942857142857143	64.32142857142857	[]	Infinity	[]		
1390	[]	26.942857142857143	50.607142857142854	[]	Infinity	[]		
1391	[]	26.942857142857143	50.5	[]	Infinity	[]		
1392	[]	26.942857142857143	50.40476190476191	[]	Infinity	[]		
1393	[]	26.942857142857143	67.42857142857143	[]	Infinity	[]		
1394	[]	26.942857142857143	50.142857142857146	[]	Infinity	[]		
1395	[]	26.935714285714287	63.57142857142857	[]	Infinity	[]		
1396	[]	26.928571428571427	64.35714285714286	[]	Infinity	[]		
1397	[]	26.928571428571427	64.35714285714286	[]	Infinity	[]		
1398	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1399	[]	26.928571428571427	64.21428571428571	[]	Infinity	[]		
1400	[]	26.928571428571427	56.607142857142854	[]	Infinity	[]		
1401	[]	26.928571428571427	64.28571428571429	[]	Infinity	[]		
1402	[]	26.928571428571427	64.28571428571429	[]	Infinity	[]		
1403	[]	26.928571428571427	65.64285714285714	[]	Infinity	[]		
1404	[]	26.928571428571427	64.07142857142857	[]	Infinity	[]		
1405	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1406	[]	26.928571428571427	63.607142857142854	[]	Infinity	[]		
1407	[]	26.928571428571427	50.238095238095234	[]	Infinity	[]		
1408	[]	26.928571428571427	67.64285714285714	[]	Infinity	[]		
1409	[]	26.928571428571427	67.57142857142857	[]	Infinity	[]		
1410	[]	26.928571428571427	65.35714285714286	[]	Infinity	[]		
1411	[]	26.928571428571427	65.60714285714286	[]	Infinity	[]		
1412	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1413	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1414	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1415	[]	26.928571428571427	65.64285714285714	[]	Infinity	[]		
1416	[]	26.928571428571427	65.57142857142857	[]	Infinity	[]		
1417	[]	26.921428571428574	66.0	[]	Infinity	[]		
1418	[]	26.914285714285715	64.92857142857143	[]	Infinity	[]		
1419	[]	26.914285714285715	64.0	[]	Infinity	[]		
1420	[]	26.914285714285715	49.714285714285715	[]	Infinity	[]		
1421	[]	26.914285714285715	49.642857142857146	[]	Infinity	[]		
1422	[]	26.914285714285715	56.42857142857143	[]	Infinity	[]		
1423	[]	26.914285714285715	64.35714285714286	[]	Infinity	[]		
1424	[]	26.914285714285715	64.5	[]	Infinity	[]		
1425	[]	26.914285714285715	64.92857142857143	[]	Infinity	[]		
1426	[]	26.900000000000002	49.607142857142854	[]	Infinity	[]		
1427	[]	26.900000000000002	66.0	[]	Infinity	[]		
1428	[]	26.900000000000002	56.42857142857143	[]	Infinity	[]		
1429	[]	26.900000000000002	49.607142857142854	[]	Infinity	[]		
1430	[]	26.900000000000002	49.607142857142854	[]	Infinity	[]		
1431	[]	26.900000000000002	49.607142857142854	[]	Infinity	[]		
1432	[]	26.900000000000002	65.64285714285714	[]	Infinity	[]		
1433	[]	26.900000000000002	65.64285714285714	[]	Infinity	[]		
1434	[]	26.900000000000002	65.64285714285714	[]	Infinity	[]		
1435	[]	26.9	65.07142857142857	[]	Infinity	[]		
1436	[]	26.9	65.03571428571429	[]	Infinity	[]		
1437	[]	26.9	64.85714285714286	[]	Infinity	[]		
1438	[]	26.9	65.21428571428571	[]	Infinity	[]		
1439	[]	26.9	64.85714285714286	[]	Infinity	[]		
1440	[]	26.9	64.67857142857143	[]	Infinity	[]		
1441	[]	26.9	65.35714285714286	[]	Infinity	[]		
1442	[]	26.9	64.71428571428571	[]	Infinity	[]		
1443	[]	26.9	65.42857142857143	[]	Infinity	[]		
1444	[]	26.9	65.21428571428571	[]	Infinity	[]		
1446	[]	26.88571428571429	50.07142857142857	[]	Infinity	[]		
1447	[]	26.88571428571429	56.392857142857146	[]	Infinity	[]		
1448	[]	26.88571428571429	50.0	[]	Infinity	[]		
1449	[]	26.885714285714283	65.82142857142857	[]	Infinity	[]		
1450	[]	26.885714285714283	65.21428571428571	[]	Infinity	[]		
1451	[]	26.885714285714283	65.39285714285714	[]	Infinity	[]		
1452	[]	26.885714285714283	67.64285714285714	[]	Infinity	[]		
1453	[]	26.885714285714283	65.07142857142857	[]	Infinity	[]		
1454	[]	26.885714285714283	65.64285714285714	[]	Infinity	[]		
1455	[]	26.885714285714283	65.71428571428571	[]	Infinity	[]		
1456	[]	26.885714285714283	65.28571428571429	[]	Infinity	[]		
1457	[]	26.885714285714283	65.64285714285714	[]	Infinity	[]		
1458	[]	26.871428571428574	66.0	[]	Infinity	[]		
1459	[]	26.87142857142857	65.71428571428571	[]	Infinity	[]		
1460	[]	26.87142857142857	66.07142857142857	[]	Infinity	[]		
1461	[]	26.87142857142857	49.5	[]	Infinity	[]		
1462	[]	26.87142857142857	65.85714285714286	[]	Infinity	[]		
1463	[]	26.87142857142857	66.0	[]	Infinity	[]		
1464	[]	26.87142857142857	66.0	[]	Infinity	[]		
1465	[]	26.87142857142857	66.10714285714286	[]	Infinity	[]		
1466	[]	26.87142857142857	66.0	[]	Infinity	[]		
1467	[]	26.87142857142857	65.64285714285714	[]	Infinity	[]		
1468	[]	26.87142857142857	66.0	[]	Infinity	[]		
1469	[]	26.87142857142857	65.78571428571429	[]	Infinity	[]		
1470	[]	26.871428571428567	66.03571428571429	[]	Infinity	[]		
1471	[]	26.871428571428567	65.96428571428571	[]	Infinity	[]		
1472	[]	26.864285714285717	49.67857142857143	[]	Infinity	[]		
1474	[]	26.85714285714286	67.53571428571429	[]	Infinity	[]		
1475	[]	26.85714285714286	49.57142857142857	[]	Infinity	[]		
1476	[]	26.857142857142858	65.71428571428571	[]	Infinity	[]		
1477	[]	26.857142857142858	65.71428571428571	[]	Infinity	[]		
1478	[]	26.857142857142858	66.5	[]	Infinity	[]		
1479	[]	26.857142857142858	66.0	[]	Infinity	[]		
1480	[]	26.857142857142858	66.5	[]	Infinity	[]		
1481	[]	26.857142857142858	66.14285714285714	[]	Infinity	[]		
1482	[]	26.857142857142858	66.14285714285714	[]	Infinity	[]		
1483	[]	26.857142857142858	66.14285714285714	[]	Infinity	[]		
1484	[]	26.857142857142858	66.14285714285714	[]	Infinity	[]		
1485	[]	26.857142857142858	66.21428571428571	[]	Infinity	[]		
1486	[]	26.857142857142858	66.21428571428571	[]	Infinity	[]		
1487	[]	26.857142857142858	66.28571428571429	[]	Infinity	[]		
1488	[]	26.857142857142858	66.28571428571429	[]	Infinity	[]		
1489	[]	26.857142857142854	56.285714285714285	[]	Infinity	[]		
1490	[]	26.857142857142854	66.21428571428571	[]	Infinity	[]		
1491	[]	26.85	66.64285714285714	[]	Infinity	[]		
1492	[]	26.85	49.464285714285715	[]	Infinity	[]		
1493	[]	26.849999999999998	56.107142857142854	[]	Infinity	[]		
1494	[]	26.842857142857145	67.5	[]	Infinity	[]		
1495	[]	26.842857142857145	67.5	[]	Infinity	[]		
1496	[]	26.842857142857145	66.60714285714286	[]	Infinity	[]		
1497	[]	26.842857142857145	67.5	[]	Infinity	[]		
1498	[]	26.842857142857145	66.71428571428571	[]	Infinity	[]		
1499	[]	26.842857142857145	67.5	[]	Infinity	[]		
1500	[]	26.842857142857145	49.5	[]	Infinity	[]		
1501	[]	26.842857142857145	66.71428571428571	[]	Infinity	[]		
1502	[]	26.842857142857145	67.5	[]	Infinity	[]		
1503	[]	26.842857142857145	67.5	[]	Infinity	[]		
1504	[]	26.842857142857138	55.92857142857143	[]	Infinity	[]		
1505	[]	26.842857142857138	66.28571428571429	[]	Infinity	[]		
1506	[]	26.842857142857138	66.14285714285714	[]	Infinity	[]		
1507	[]	26.842857142857138	66.28571428571429	[]	Infinity	[]		
1508	[]	26.842857142857138	66.28571428571429	[]	Infinity	[]		
1509	[]	26.842857142857138	66.28571428571429	[]	Infinity	[]		
1510	[]	26.835714285714285	67.53571428571429	[]	Infinity	[]		
1511	[]	26.835714285714285	66.14285714285714	[]	Infinity	[]		
1512	[]	26.82857142857143	67.28571428571429	[]	Infinity	[]		
1513	[]	26.82857142857143	66.64285714285714	[]	Infinity	[]		
1514	[]	26.82857142857143	67.10714285714286	[]	Infinity	[]		
1515	[]	26.82857142857143	67.10714285714286	[]	Infinity	[]		
1516	[]	26.82857142857143	67.10714285714286	[]	Infinity	[]		
1517	[]	26.82857142857143	66.92857142857143	[]	Infinity	[]		
1518	[]	26.82857142857143	66.85714285714286	[]	Infinity	[]		
1519	[]	26.82857142857143	66.85714285714286	[]	Infinity	[]		
1520	[]	26.82857142857143	67.0	[]	Infinity	[]		
1521	[]	26.82857142857143	49.42857142857143	[]	Infinity	[]		
1522	[]	26.82857142857143	66.64285714285714	[]	Infinity	[]		
1523	[]	26.82857142857143	67.42857142857143	[]	Infinity	[]		
1524	[]	26.82857142857143	67.57142857142857	[]	Infinity	[]		
1525	[]	26.828571428571426	66.35714285714286	[]	Infinity	[]		
1526	[]	26.828571428571426	66.57142857142857	[]	Infinity	[]		
1527	[]	26.828571428571426	66.78571428571429	[]	Infinity	[]		
1528	[]	26.828571428571426	49.42857142857143	[]	Infinity	[]		
1529	[]	26.828571428571426	55.785714285714285	[]	Infinity	[]		
1530	[]	26.814285714285717	66.07142857142857	[]	Infinity	[]		
1531	[]	26.814285714285717	67.42857142857143	[]	Infinity	[]		
1532	[]	26.814285714285717	67.42857142857143	[]	Infinity	[]		
1533	[]	26.814285714285717	67.42857142857143	[]	Infinity	[]		
1534	[]	26.814285714285717	67.42857142857143	[]	Infinity	[]		
1535	[]	26.814285714285717	67.53571428571429	[]	Infinity	[]		
1536	[]	26.814285714285717	67.57142857142857	[]	Infinity	[]		
1537	[]	26.814285714285717	67.28571428571429	[]	Infinity	[]		
1538	[]	26.814285714285717	67.28571428571429	[]	Infinity	[]		
1539	[]	26.814285714285717	67.5	[]	Infinity	[]		
1540	[]	26.814285714285717	67.14285714285714	[]	Infinity	[]		
1541	[]	26.814285714285713	66.75	[]	Infinity	[]		
1542	[]	26.814285714285713	49.357142857142854	[]	Infinity	[]		
1543	[]	26.800000000000004	66.07142857142857	[]	Infinity	[]		
1544	[]	26.800000000000004	67.35714285714286	[]	Infinity	[]		
1545	[]	26.8	66.85714285714286	[]	Infinity	[]		
1546	[]	26.8	66.78571428571429	[]	Infinity	[]		
1547	[]	26.792857142857144	64.71428571428571	[]	Infinity	[]		
1548	[]	26.792857142857144	66.71428571428571	[]	Infinity	[]		
1549	[]	26.78571428571429	67.57142857142857	[]	Infinity	[]		
1550	[]	26.78571428571429	66.07142857142857	[]	Infinity	[]		
1551	[]	26.785714285714285	55.714285714285715	[]	Infinity	[]		
1552	[]	26.785714285714285	66.64285714285714	[]	Infinity	[]		
1553	[]	26.785714285714285	66.64285714285714	[]	Infinity	[]		
1554	[]	26.785714285714285	66.64285714285714	[]	Infinity	[]		
1555	[]	26.785714285714285	66.64285714285714	[]	Infinity	[]		
1556	[]	26.785714285714285	66.78571428571429	[]	Infinity	[]		
1557	[]	26.785714285714285	49.25	[]	Infinity	[]		
1558	[]	26.78571428571428	49.142857142857146	[]	Infinity	[]		
1559	[]	26.771428571428572	49.214285714285715	[]	Infinity	[]		
1560	[]	26.771428571428572	67.57142857142857	[]	Infinity	[]		
1561	[]	26.771428571428572	66.78571428571429	[]	Infinity	[]		
1562	[]	26.771428571428572	66.14285714285714	[]	Infinity	[]		
1563	[]	26.757142857142856	49.142857142857146	[]	Infinity	[]		
1564	[]	26.757142857142856	49.142857142857146	[]	Infinity	[]		
1565	[]	26.757142857142856	49.142857142857146	[]	Infinity	[]		
1566	[]	26.757142857142856	49.142857142857146	[]	Infinity	[]		
1567	[]	26.75	55.607142857142854	[]	Infinity	[]		
1568	[]	26.75	66.21428571428571	[]	Infinity	[]		
1569	[]	26.742857142857144	49.214285714285715	[]	Infinity	[]		
1570	[]	26.742857142857144	67.5	[]	Infinity	[]		
1571	[]	26.742857142857144	67.5	[]	Infinity	[]		
1572	[]	26.742857142857144	67.53571428571429	[]	Infinity	[]		
1573	[]	26.742857142857144	67.57142857142857	[]	Infinity	[]		
1574	[]	26.735714285714288	49.17857142857143	[]	Infinity	[]		
1575	[]	26.735714285714288	67.42857142857143	[]	Infinity	[]		
1576	[]	26.735714285714288	66.71428571428571	[]	Infinity	[]		
1577	[]	26.735714285714284	49.035714285714285	[]	Infinity	[]		
1579	[]	26.72857142857143	55.57142857142857	[]	Infinity	[]		
1580	[]	26.728571428571428	68.21428571428571	[]	Infinity	[]		
1581	[]	26.728571428571428	68.28571428571429	[]	Infinity	[]		
1582	[]	26.728571428571428	68.14285714285714	[]	Infinity	[]		
1583	[]	26.71428571428572	66.71428571428571	[]	Infinity	[]		
1584	[]	26.71428571428572	66.71428571428571	[]	Infinity	[]		
1585	[]	26.71428571428572	66.78571428571429	[]	Infinity	[]		
1587	[]	26.714285714285715	68.03571428571429	[]	Infinity	[]		
1588	[]	26.714285714285715	68.03571428571429	[]	Infinity	[]		
1590	[]	26.714285714285715	68.28571428571429	[]	Infinity	[]		
1591	[]	26.714285714285715	60.214285714285715	[]	Infinity	[]		
1592	[]	26.714285714285715	66.21428571428571	[]	Infinity	[]		
1593	[]	26.714285714285715	67.42857142857143	[]	Infinity	[]		
1594	[]	26.714285714285715	65.07142857142857	[]	Infinity	[]		
1595	[]	26.714285714285715	60.035714285714285	[]	Infinity	[]		
1596	[]	26.714285714285715	64.21428571428571	[]	Infinity	[]		
1597	[]	26.714285714285715	64.17857142857143	[]	Infinity	[]		
1598	[]	26.707142857142856	68.25	[]	Infinity	[]		
1599	[]	26.7	64.35714285714286	[]	Infinity	[]		
1600	[]	26.7	64.38095238095238	[]	Infinity	[]		
1601	[]	26.7	68.07142857142857	[]	Infinity	[]		
1602	[]	26.7	64.78571428571429	[]	Infinity	[]		
1603	[]	26.7	65.0	[]	Infinity	[]		
1604	[]	26.7	64.28571428571429	[]	Infinity	[]		
1605	[]	26.7	65.17857142857143	[]	Infinity	[]		
1606	[]	26.7	68.07142857142857	[]	Infinity	[]		
1607	[]	26.7	64.64285714285714	[]	Infinity	[]		
1608	[]	26.7	68.07142857142857	[]	Infinity	[]		
1609	[]	26.7	68.07142857142857	[]	Infinity	[]		
