,timestamp,temperature,humidity,power_consumption,energy_consumption,outdoor_temperature,outdoor_humidity,door_status,occupancy,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode
569,1733160962,23.1,66.0,1.8399999999999999,2962.15,29.9,71.0,1.0,46.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
570,1733161572,23.15,65.75,1.72,2962.54,29.7,70.5,1.0,46.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
571,1733162182,21.2,71.5,2.26,2962.91,29.7,70.5,1.0,45.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
572,1733162210,,,2.26,2962.92,29.7,70.5,1.0,45.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
573,1733162799,22.95,66.75,2.03,2963.27,29.7,73.5,1.0,45.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
574,1733162835,,,2.02,2963.29,29.7,73.5,1.0,45.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
575,1733163409,22.9,66.5,2.06,2963.63,29.5,75.0,1.0,45.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
576,1733163460,,,2.04,2963.65,29.5,75.0,1.0,42.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
577,1733164019,22.8,67.5,1.8900000000000001,2963.95,29.2,75.5,1.0,42.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
578,1733164084,24.3,63.5,1.8599999999999999,2963.98,29.0,76.5,1.0,28.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
579,1733164629,22.85,69.75,1.74,2964.25,29.0,78.5,1.0,27.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
580,1733164709,,,1.33,2964.28,29.0,78.5,1.0,17.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
581,1733165238,22.9,70.5,1.3,2964.53,28.9,80.0,1.0,21.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
582,1733165334,21.4,76.5,1.28,2964.56,28.9,80.0,1.0,21.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
583,1733165848,22.95,71.5,1.73,2964.83,28.7,79.0,1.0,21.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
584,1733165958,24.4,66.0,1.76,2964.87,28.7,79.0,1.0,20.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
585,1733166458,22.9,72.75,1.9500000000000002,2965.1,28.5,79.5,1.0,21.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
586,1733166583,21.5,80.0,1.8,2965.16,28.5,79.5,1.0,20.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
587,1733167068,23.05,74.0,2.43,2965.37,28.4,79.5,1.0,20.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
588,1733167208,24.3,67.5,1.8,2965.45,28.5,79.5,1.0,21.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
589,1733167678,22.95,71.75,1.72,2965.68,28.5,80.0,1.0,22.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
590,1733167833,21.5,75.5,1.74,2965.75,28.5,80.0,1.0,22.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
591,1733168288,22.8,71.5,1.74,2965.97,28.3,79.5,1.0,22.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
592,1733168458,22.8,70.5,1.3,2966.03,28.3,80.0,1.0,22.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
593,1733168899,22.85,72.0,1.74,2966.26,28.2,79.5,1.0,22.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
594,1733169083,24.3,68.0,1.29,2966.33,28.2,79.5,1.0,23.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
595,1733169509,22.95,76.0,2.1,2966.56,28.2,80.0,1.0,18.0,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
811,1733237016,28.65,75.5,0.11,2966.92,33.2,56.0,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL
812,1733237644,27.45,70.0,5.08,2967.67,33.2,55.5,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL
813,1733238273,25.05,55.0,3.54,2968.38,33.5,56.0,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL
814,1733238902,24.05,58.25,2.66,2968.95,33.5,55.5,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL
815,1733239530,24.0,59.5,3.21,2969.46,33.1,56.5,1.0,1.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL
1094,1733409223,30.2,67.0,0.25,2970.54,32.9,53.0,0.0,0.0,ON,HIGH,21.0,COOL,ON,MED,21.0,COOL
1095,1733409851,27.85,59.25,7.36,2971.5,33.5,52.5,0.0,0.0,ON,HIGH,21.0,COOL,ON,MED,21.0,COOL
1096,1733410480,25.95,51.25,5.87,2972.68,33.1,53.0,0.0,2.0,ON,HIGH,21.0,COOL,ON,MED,21.0,COOL
1097,1733411108,24.85,56.5,0.63,2973.37,33.5,51.5,0.0,6.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1098,1733411737,25.7,60.5,1.8900000000000001,2973.7,33.3,52.5,0.0,6.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1099,1733412365,25.6,61.25,1.85,2974.02,33.2,52.0,0.0,6.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1100,1733412994,25.65,61.0,1.96,2974.35,33.8,49.5,0.0,6.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1101,1733413623,25.85,63.25,1.5,2974.65,34.0,49.0,0.0,1.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1116,1733423050,30.35,61.0,5.64,2975.05,35.1,46.0,1.0,0.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1208,1733480871,28.75,67.0,5.42,2976.48,31.1,60.5,0.0,1.0,ON,MED,24.0,COOL,ON,LOW,24.0,COOL
1214,1733484642,29.75,62.5,0.09,2977.14,31.9,58.0,0.0,3.0,ON,MED,22.0,COOL,OFF,LOW,24.0,COOL
1215,1733485271,27.7,60.5,2.76,2977.55,32.2,56.5,0.0,5.0,ON,MED,22.0,COOL,OFF,LOW,24.0,COOL
1216,1733485899,26.9,58.75,2.8,2978.03,32.6,56.0,0.0,5.0,ON,MED,22.0,COOL,OFF,LOW,24.0,COOL
1502,1733666283,31.2,64.75,1.77,2979.16,34.0,58.5,0.0,4.0,ON,MED,22.0,COOL,OFF,MED,22.0,COOL
1503,1733666912,28.6,58.0,2.83,2979.62,34.1,57.0,0.0,9.0,ON,MED,22.0,COOL,OFF,MED,22.0,COOL
1504,1733667540,27.75,53.75,2.83,2980.11,34.4,57.0,0.0,9.0,ON,MED,22.0,COOL,OFF,MED,22.0,COOL
1505,1733668169,26.8,49.25,2.8200000000000003,2980.59,33.9,58.0,0.0,9.0,ON,MED,22.0,COOL,OFF,MED,22.0,COOL
1506,1733668797,26.3,46.75,2.89,2981.09,34.5,52.5,0.0,9.0,ON,MED,22.0,COOL,OFF,MED,22.0,COOL
1749,1733821527,28.2,69.0,3.83,2982.16,26.7,73.5,0.0,0.0,ON,MED,22.5,COOL,ON,MED,22.5,COOL
1750,1733822156,25.05,57.0,2.77,2982.92,26.8,74.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1751,1733822784,24.6,60.5,1.99,2983.28,26.9,74.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1752,1733823413,24.2,61.25,1.77,2983.64,27.0,73.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1753,1733824041,24.35,62.0,1.67,2984.06,27.2,74.0,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1754,1733824670,24.3,61.75,2.08,2984.41,27.4,73.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1755,1733825298,24.2,63.5,2.15,2984.77,27.5,72.0,0.0,2.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1756,1733825926,23.95,62.75,2.9699999999999998,2985.12,27.6,71.5,0.0,2.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1757,1733826555,23.95,62.5,1.94,2985.49,27.8,70.5,0.0,4.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1758,1733827183,23.9,63.5,1.92,2985.83,28.3,69.5,0.0,4.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1759,1733827812,24.05,66.0,2.43,2986.17,28.4,69.0,0.0,4.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1760,1733828441,23.9,64.0,2.07,2986.53,28.6,68.5,0.0,4.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1761,1733829070,23.85,64.0,2.0,2986.87,28.8,68.0,0.0,4.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1762,1733829699,24.3,68.0,1.6800000000000002,2987.21,29.1,67.5,0.0,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1777,1733839128,27.65,64.5,5.67,2987.79,30.2,64.0,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1778,1733839757,24.85,58.0,1.7000000000000002,2988.34,30.6,63.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1779,1733840385,25.25,60.25,1.9100000000000001,2988.74,31.4,62.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1780,1733841014,24.9,60.0,1.99,2989.12,31.2,60.5,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1781,1733841642,24.65,60.5,2.34,2989.46,31.5,61.0,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
1782,1733842270,24.5,60.0,1.62,2989.79,31.3,62.0,0.0,0.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL
2874,1734462171,30.15,72.75,0.81,2992.7,30.5,69.5,0.0,0.0,ON,AUTO,21.5,DRY,OFF,MED,22.0,COOL
2875,1734462800,28.8,69.5,1.72,2993.01,30.1,70.0,0.0,0.0,ON,AUTO,21.5,DRY,OFF,MED,22.0,COOL
2876,1734463428,28.5,67.75,1.72,2993.3,30.1,70.5,0.0,0.0,ON,AUTO,21.5,DRY,OFF,MED,22.0,COOL
2957,1734513144,28.0,69.5,3.87,2993.93,28.2,77.0,0.0,0.0,ON,AUTO,22.5,DRY,ON,HIGH,22.5,COOL
2958,1734513564,26.5,61.75,3.83,2994.79,28.5,76.0,0.0,1.0,ON,AUTO,22.5,DRY,ON,HIGH,22.5,COOL
2959,1734513773,26.5,61.75,3.83,2994.79,28.5,76.0,0.0,1.0,ON,AUTO,22.5,DRY,ON,HIGH,22.5,COOL
