timestamp,temperature,humidity,power_consumption,energy_consumption,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode,FC_Unit_7_Status,FC_Unit_7_Fan_Status,FC_Unit_7_Set_Point,FC_Unit_7_Operation_Mode,FC_Unit_8_Status,FC_Unit_8_Fan_Status,FC_Unit_8_Set_Point,FC_Unit_8_Operation_Mode
1733850946,22.4,52.938,10.6002,3130.5000000000005,ON,MID,21.6,COOL,ON,VERY HIGH,23.4,FAN,ON,MID,22.4,COOL,ON,HIGH,22.4,COOL,ON,VERY LOW,21.7,COOL,ON,MID,23.4,COOL,ON,MID,22.5,COOL,ON,MID,21.5,COOL
1733851308,22.4,53.25,6.794200000000001,3130.92,ON,MID,21.6,COOL,ON,VERY HIGH,23.4,FAN,ON,MID,22.4,COOL,ON,HIGH,22.4,COOL,ON,VERY LOW,21.7,COOL,ON,MID,23.4,COOL,ON,MID,22.5,COOL,ON,MID,21.5,COOL
1733851658,22.54,54.083,3.3283000000000005,3131.64,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733851934,22.571,53.625,0.18230000000000002,3131.71,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733852320,22.967,53.357,0.18160000000000004,3131.72,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733852650,23.15,53.429,0.16490000000000002,3131.74,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733852980,23.533,52.929,0.16510000000000002,3131.75,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733853254,23.743,52.562,0.1647,3131.7599999999998,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733853642,23.94,53.167,0.1648,3131.78,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733853914,24.143,52.25,0.16680000000000003,3131.81,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733854303,24.383,52.357,0.1665,3131.82,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733854574,24.5,51.938,0.16570000000000001,3131.83,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733854910,24.657,52.0,0.16630000000000003,3131.85,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733855289,24.8,52.143,0.16570000000000001,3131.86,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733855564,24.871,52.0,0.16570000000000001,3131.87,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733855952,25.02,52.583,0.1665,3131.88,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733856224,25.071,51.938,0.1661,3131.91,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733856618,25.183,52.071,0.1663,3131.9299899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733856884,25.243,51.938,0.16570000000000001,3131.93999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733857274,25.35,52.071,0.16570000000000001,3131.95999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733857602,25.367,53.0,0.1663,3131.9699899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733857929,25.433,53.0,0.16710000000000003,3131.97999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733858261,25.517,52.714,0.1676,3131.9899899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733858534,25.55,53.357,0.166,3132.0099899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733858922,25.617,53.071,0.1661,3132.01999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733859194,25.657,52.875,0.1668,3132.0499999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733859579,25.72,53.75,0.1665,3132.06,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733859854,25.743,53.125,0.1668,3132.08,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733860248,25.8,53.286,0.16670000000000001,3132.09,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733860514,25.814,53.125,0.16710000000000003,3132.1,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733860907,25.883,53.571,0.1673,3132.12,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733861174,25.871,53.438,0.168,3132.13,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733861778,25.929,54.375,0.1684,3132.1600000000003,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733862107,25.967,55.214,0.16820000000000004,3132.19,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733862491,25.983,54.857,0.16820000000000002,3132.2,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733862767,26.0,54.625,0.16820000000000002,3132.21,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733863155,26.067,55.0,0.1685,3132.22,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733863427,26.05,55.643,0.16770000000000002,3132.24,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733863821,26.083,55.286,0.1678,3132.25,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733864109,26.1,55.125,0.16790000000000002,3132.2699999999995,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733864478,26.12,56.167,0.1674,3132.2899999999995,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733864747,26.129,55.375,0.1681,3132.31,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733865108,26.171,55.75,0.16780000000000003,3132.3199999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733865465,26.183,56.286,0.16790000000000002,3132.3399999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733865737,26.171,56.062,0.16860000000000003,3132.35,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733866128,26.2,57.417,0.1686,3132.3599999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733866396,26.2,56.188,0.1689,3132.37,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733866785,26.233,56.571,0.1685,3132.4,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733867057,26.229,56.5,0.1687,3132.4100000000003,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733867390,26.267,56.857,0.1691,3132.42,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733867717,26.25,57.429,0.16660000000000003,3132.45,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733868107,26.26,58.0,0.16820000000000002,3132.46,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733868377,26.271,56.875,0.169,3132.47,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733868709,26.271,56.625,0.1685,3132.49,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733869098,26.283,56.857,0.16810000000000003,3132.5,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733869367,26.271,56.625,0.16770000000000004,3132.5199999999995,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733869759,26.3,57.0,0.1686,3132.5299999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733870027,26.286,57.0,0.1684,3132.5499999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733870415,26.35,57.286,0.16970000000000002,3132.5699999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733870687,26.329,57.062,0.1683,3132.58,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733871075,26.333,57.429,0.16810000000000003,3132.6,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733871347,26.329,57.312,0.16740000000000002,3132.6099999999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733871710,26.329,57.375,0.1684,3132.63,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733872061,26.35,57.786,0.1688,3132.64,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733872337,26.357,57.625,0.16860000000000003,3132.66,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733872722,26.36,59.583,0.16899999999999998,3132.67,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733872997,26.357,58.312,0.1695,3132.6800000000003,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733873389,26.367,58.786,0.1675,3132.71,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733873709,26.35,59.143,0.1682,3132.72,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733874047,26.367,59.0,0.16840000000000002,3132.73,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733874317,26.35,59.643,0.1686,3132.75999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733874703,26.383,59.286,0.169,3132.76999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733874977,26.371,59.062,0.1697,3132.77999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733875310,26.371,59.062,0.1696,3132.79999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733875692,26.383,59.5,0.16970000000000002,3132.8099899999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733875967,26.367,60.143,0.16970000000000002,3132.81999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733876357,26.4,59.643,0.16990000000000002,3132.8399799999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733876629,26.371,59.438,0.17020000000000002,3132.8599799999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733877015,26.38,60.833,0.1707,3132.87999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733877287,26.386,59.5,0.17020000000000002,3132.8899899999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733877674,26.38,60.75,0.17010000000000003,3132.9099899999997,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733878004,26.4,60.143,0.1703,3132.91999,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733878312,26.386,59.75,0.1681,3132.9299899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733878668,26.383,60.143,0.16850000000000004,3132.9499899999996,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733878937,26.4,59.938,0.1686,3132.97,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733879326,26.417,60.5,0.16880000000000003,3132.9900000000002,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
1733879597,26.4,59.562,0.16830000000000003,3133.01,OFF,OFF,21.6,COOL,OFF,OFF,23.4,FAN,OFF,OFF,22.4,COOL,OFF,OFF,22.4,COOL,OFF,OFF,21.7,COOL,OFF,OFF,23.4,COOL,OFF,OFF,22.5,COOL,OFF,OFF,21.5,COOL
