,timestamp,temperature,humidity,power_consumption,energy_consumption,outdoor_temperature,outdoor_humidity,door_status,occupancy,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode
135,1733240159,24.125,67.25,2.9400000000000004,3551.7799999999997,33.1,56.5,0.0,4.0,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
136,1733240787,23.8,66.125,4.41,3552.37,32.9,56.5,0.0,4.0,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
137,1733241416,23.725,66.125,4.93,3553.09,32.9,56.5,0.0,4.0,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
138,1733242044,23.4,64.75,0.8400000000000001,3553.77,33.0,56.5,0.0,2.0,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
427,1733418022,30.65,63.0,0.09000000000000001,3558.11,33.8,50.5,0.0,0.0,OFF,MED,22.0,COOL,ON,HIGH,22.5,COOL,OFF,QUIET,22.5,COOL,ON,LOW,22.5,COOL
428,1733418651,29.15,58.375,6.64,3558.94,33.9,49.5,0.0,0.0,OFF,MED,22.0,COOL,ON,HIGH,22.5,COOL,OFF,QUIET,22.5,COOL,ON,LOW,22.5,COOL
435,1733423679,26.325,52.25,3.5999999999999996,3561.3900000000003,33.5,50.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
436,1733424307,25.75,55.625,3.77,3562.1000000000004,32.5,54.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
437,1733424936,25.025,57.125,2.6,3562.73,32.2,55.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
438,1733425564,24.95,59.5,3.6799999999999997,3563.33,32.2,55.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
439,1733426193,24.9,62.875,3.74,3563.91,31.5,56.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
440,1733426821,24.95,61.5,3.4499999999999997,3564.52,31.2,57.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
560,1733502239,30.8,54.25,12.65,3567.52,37.0,42.5,0.0,7.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
565,1733505382,30.55,54.0,9.190000000000001,3569.2,35.4,46.0,0.0,7.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
566,1733506011,26.85,50.875,5.880000000000001,3570.6099999999997,35.4,46.0,0.0,7.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
567,1733506639,25.975,54.125,5.01,3571.51,34.6,46.5,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
568,1733507268,25.7,56.375,5.57,3572.2200000000003,34.0,47.5,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
569,1733507896,25.3,57.75,4.27,3572.87,33.8,49.0,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
570,1733508525,25.05,56.625,3.17,3573.62,34.4,47.5,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
571,1733509153,24.9,58.625,3.18,3574.25,34.5,47.5,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
572,1733509782,24.6,60.75,5.29,3574.85,33.7,49.5,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
573,1733510410,24.55,62.25,4.18,3575.45,32.6,53.0,0.0,9.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
574,1733511039,24.625,61.125,3.06,3576.1099999999997,32.6,53.0,0.0,8.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
646,1733556289,28.1,64.0,7.28,3578.33,27.9,81.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
647,1733556917,25.45,60.875,2.7600000000000002,3579.0299999999997,28.0,81.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
648,1733557546,24.925,61.5,2.95,3579.5699999999997,28.1,81.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
649,1733558174,24.625,62.25,2.28,3580.11,28.2,79.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
650,1733558803,24.4,64.625,2.76,3580.62,28.4,79.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
651,1733559431,24.275,66.125,3.04,3581.16,28.5,79.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
652,1733560060,24.15,65.5,3.54,3581.6899999999996,28.8,78.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
653,1733560688,24.125,65.125,2.87,3582.26,28.9,76.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
654,1733561317,24.025,66.75,4.65,3582.79,29.1,74.5,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
655,1733561945,25.1,69.25,5.08,3583.51,29.2,74.0,0.0,0.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
656,1733562574,25.2,70.375,6.95,3584.58,29.6,72.0,0.0,3.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
657,1733563202,24.45,68.75,5.72,3585.26,29.7,71.0,0.0,5.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
658,1733563831,24.25,66.75,4.49,3585.9300000000003,30.1,68.5,0.0,5.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
659,1733564459,24.075,65.875,3.1100000000000003,3586.5699999999997,30.3,68.0,0.0,5.0,ON,MED,22.0,COOL,ON,HIGH,22.5,COOL,ON,QUIET,22.5,COOL,ON,LOW,22.5,COOL
660,1733565088,24.0,66.0,4.02,3587.2,30.5,65.5,0.0,5.0,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL
661,1733565716,23.55,66.5,3.56,3587.9,30.8,65.0,0.0,5.0,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL
662,1733566345,23.375,67.0,3.9699999999999998,3588.58,31.0,63.0,0.0,5.0,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL
663,1733566973,23.225,66.25,3.94,3589.3500000000004,31.2,62.5,0.0,5.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
664,1733567602,23.175,66.625,4.9399999999999995,3590.09,31.2,62.0,0.0,5.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
665,1733568230,23.3,68.875,4.48,3590.88,31.7,60.0,0.0,3.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
666,1733568859,24.625,67.375,6.61,3591.96,31.8,58.5,0.0,3.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
667,1733570121,23.75,65.875,3.87,3593.79,32.1,57.5,0.0,10.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
668,1733570750,23.55,66.875,4.16,3594.46,32.2,57.0,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
669,1733571378,23.4,66.0,3.9899999999999998,3595.12,32.3,56.5,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
670,1733572007,23.375,64.25,3.8899999999999997,3595.79,32.4,57.0,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
671,1733572635,23.35,64.75,3.87,3596.44,32.4,57.0,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
672,1733573264,23.225,64.375,3.4299999999999997,3597.1,32.5,56.0,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
673,1733573892,23.175,64.375,3.7800000000000002,3597.77,32.5,55.0,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
674,1733574521,23.15,64.625,3.8,3598.42,32.6,55.5,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
675,1733575149,23.175,64.875,3.96,3599.08,32.7,55.5,0.0,8.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
676,1733575778,23.1,66.0,3.76,3599.74,33.1,54.5,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
677,1733576406,23.2,64.125,3.87,3600.3999999999996,32.9,54.5,0.0,9.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
678,1733577035,23.925,67.875,4.83,3601.16,33.0,54.5,0.0,0.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
679,1733577663,24.567,65.0,7.09,3602.2799999999997,33.0,55.0,0.0,0.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
680,1733578292,24.4,66.375,7.32,3603.5299999999997,33.0,55.5,0.0,0.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
681,1733578920,24.375,66.25,7.03,3604.75,33.0,54.5,0.0,0.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
682,1733579549,24.525,63.75,7.5600000000000005,3606.01,33.5,50.0,0.0,0.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
683,1733580177,24.45,61.875,6.27,3607.2799999999997,33.6,50.0,0.0,10.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
684,1733580806,23.7,65.75,4.61,3608.05,33.8,49.0,0.0,7.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
685,1733581434,23.35,66.0,3.8,3608.74,34.5,46.5,0.0,7.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
686,1733582063,23.275,64.75,5.26,3609.4300000000003,34.7,45.5,0.0,5.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
687,1733582691,23.175,64.0,3.91,3610.16,34.9,45.5,0.0,5.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
688,1733583320,23.025,63.25,3.7800000000000002,3610.8900000000003,34.8,46.0,0.0,5.0,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL
689,1733583948,23.05,65.0,6.27,3611.68,35.1,43.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
690,1733584577,23.525,67.875,5.98,3612.6,34.9,43.5,0.0,5.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
691,1733585205,23.35,66.875,4.77,3613.35,35.2,43.0,0.0,5.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
692,1733585834,24.0,67.0,6.380000000000001,3614.24,35.5,41.5,0.0,3.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
693,1733586462,24.7,62.625,7.48,3615.48,36.1,40.5,0.0,3.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
694,1733587091,23.975,64.75,3.6100000000000003,3616.63,36.2,41.0,0.0,6.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
695,1733587720,23.6,66.0,4.28,3617.4700000000003,36.8,40.0,0.0,7.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
696,1733588348,23.525,65.375,5.83,3618.32,36.9,39.0,0.0,8.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
697,1733588977,23.575,64.375,5.0,3619.1499999999996,37.4,38.5,0.0,8.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
698,1733589605,23.525,64.5,4.6899999999999995,3619.98,37.4,39.0,0.0,7.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
699,1733590234,23.45,63.5,4.75,3620.8,37.8,38.0,0.0,7.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
700,1733590862,23.8,63.625,5.460000000000001,3621.65,37.7,38.5,0.0,7.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
701,1733591491,23.575,66.875,6.16,3622.54,37.5,39.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
702,1733592119,23.675,64.875,3.2300000000000004,3623.55,37.4,41.0,0.0,6.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
703,1733592748,23.525,64.625,3.86,3624.34,37.6,40.5,0.0,8.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
704,1733593376,23.425,65.25,4.140000000000001,3625.1,37.5,40.5,0.0,9.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
705,1733594005,23.35,65.125,4.390000000000001,3625.8900000000003,37.0,41.5,0.0,9.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
706,1733594634,23.375,65.125,4.46,3626.66,36.6,43.5,0.0,8.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
707,1733595262,23.425,65.25,4.47,3627.39,35.2,46.0,0.0,8.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
708,1733595891,23.1,68.0,4.93,3628.05,34.1,49.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
709,1733596519,23.15,69.0,4.25,3628.69,33.6,50.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
710,1733597148,23.075,67.625,3.07,3629.37,32.9,52.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
711,1733597776,23.075,68.125,3.44,3630.19,32.7,54.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
782,1733642400,29.025,74.25,6.859999999999999,3632.9300000000003,27.4,82.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
783,1733643029,25.625,64.625,3.83,3634.2,27.4,82.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
784,1733643657,24.675,63.75,3.4400000000000004,3635.06,27.9,80.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
785,1733644286,24.0,67.625,3.5,3635.64,27.9,78.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
786,1733644914,23.8,68.875,4.74,3636.17,28.2,78.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
787,1733645543,23.625,67.875,3.05,3636.83,28.3,76.5,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
788,1733646171,23.4,68.375,2.67,3637.44,28.4,74.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
789,1733646800,23.35,69.75,3.6,3638.0699999999997,28.5,76.0,0.0,0.0,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
