timestamp,temperature,humidity,power_consumption_room_1,energy_consumption_room_1,power_consumption_room_2,energy_consumption_room_2,outdoor_temperature,outdoor_humidity,door_status,occupancy,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode
1733214704,26.633,80.75,0.08,3547.89,0.02,2966.83,26.8,84.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733215270,26.65,80.857,0.08,3547.8999999999996,0.02,2966.83,27.0,83.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733215329,26.65,80.5,0.08,3547.8999999999996,0.02,2966.83,27.0,83.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733215879,26.7,80.643,0.08,3547.92,0.02,2966.83,27.2,82.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733215953,26.65,81.0,0.08,3547.92,0.02,2966.83,27.2,82.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733216489,26.733,80.5,0.08,3547.93,0.02,2966.83,27.5,82.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733217099,26.817,80.214,0.08,3547.9399999999996,0.02,2966.84,27.7,80.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733217203,26.7,81.5,0.08,3547.9399999999996,0.02,2966.84,27.7,80.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733217709,26.85,80.0,0.08,3547.96,0.02,2966.84,27.8,79.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733217828,26.867,79.375,0.08,3547.9700000000003,0.02,2966.84,27.9,79.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733218319,26.883,80.0,0.08,3547.98,0.02,2966.84,28.1,79.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733218452,26.95,80.75,0.08,3547.98,0.02,2966.84,28.1,79.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733218929,26.95,79.857,0.08,3547.99,0.02,2966.84,28.2,79.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733219077,26.95,79.5,0.08,3547.99,0.02,2966.85,28.3,78.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733219539,26.983,79.571,0.08,3548.0,0.02,2966.85,28.5,77.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733219702,27.0,80.5,0.08,3548.0,0.02,2966.85,28.5,77.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733220149,27.033,79.571,0.08,3548.0200000000004,0.02,2966.85,28.5,77.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733220327,27.05,79.3,0.08,3548.03,0.02,2966.85,28.7,77.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733220759,27.067,79.5,0.08,3548.03,0.02,2966.85,28.9,76.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733220951,27.1,79.083,0.08,3548.04,0.02,2966.85,28.8,76.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733221368,27.133,79.357,0.08,3548.05,0.02,2966.86,28.9,76.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733221576,27.133,79.429,0.08,3548.05,0.02,2966.86,29.0,76.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733221978,27.167,79.214,0.08,3548.0600000000004,0.02,2966.86,29.1,75.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733222201,27.12,79.25,0.08,3548.0600000000004,0.02,2966.86,29.2,74.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733222588,27.2,79.286,0.08,3548.07,0.02,2966.86,29.2,75.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733222825,27.175,79.5,0.08,3548.08,0.02,2966.86,29.2,75.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733223198,27.25,79.0,0.08,3548.09,0.02,2966.86,29.3,74.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733223450,27.25,78.929,0.08,3548.1000000000004,0.02,2966.86,29.4,74.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733223809,27.283,78.857,0.08,3548.11,0.02,2966.87,29.5,73.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733224075,27.3,78.929,0.08,3548.11,0.02,2966.87,29.6,74.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733224425,27.35,78.857,0.08,3548.12,0.02,2966.87,29.8,73.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,0.0,AUTO,OFF,LOW,22.5,COOL
1733224700,27.36,78.583,0.08,3548.12,0.02,2966.87,29.7,74.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733225035,27.35,78.643,0.08,3548.13,0.02,2966.87,29.9,72.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733225324,27.433,78.643,0.08,3548.1400000000003,0.02,2966.87,30.0,72.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733225646,27.46,78.417,0.08,3548.1400000000003,0.02,2966.87,30.2,72.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733225949,27.45,78.357,0.08,3548.16,0.02,2966.88,30.2,71.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733226256,27.533,78.286,0.08,3548.17,0.02,2966.88,30.4,71.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733226574,27.55,78.0,0.08,3548.17,0.02,2966.88,30.6,69.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733226865,27.583,77.929,0.08,3548.1800000000003,0.02,2966.88,30.5,69.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733227199,27.633,77.714,0.08,3548.1800000000003,0.02,2966.88,30.7,69.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733227483,27.667,77.786,0.08,3548.19,0.02,2966.88,30.8,69.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,0.0,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733227823,27.683,77.714,0.08,3548.2,0.02,2966.88,31.0,69.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733228101,27.717,77.429,0.08,3548.2,0.02,2966.89,30.9,68.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,0.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733228448,27.767,77.357,0.08,3548.21,0.02,2966.89,30.9,67.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733228711,27.8,77.286,0.08,3548.23,0.02,2966.89,31.1,67.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733229073,27.85,77.0,0.08,3548.23,0.02,2966.89,31.2,66.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733229322,27.883,76.786,0.08,3548.24,0.02,2966.89,31.5,66.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733229698,28.0,78.125,0.08,3548.25,0.02,2966.89,31.5,66.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733229931,27.98,76.167,0.08,3548.25,0.02,2966.89,31.9,65.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733230323,27.983,76.143,0.08,3548.26,0.02,2966.9,32.0,63.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733230541,28.033,76.286,0.08,3548.26,0.02,2966.9,32.2,65.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733230947,28.067,78.083,0.08,3548.27,0.02,2966.9,32.2,65.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733231151,28.083,75.857,0.08,3548.27,0.02,2966.9,32.6,62.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733231572,28.1,77.75,0.08,3548.29,0.02,2966.9,32.6,62.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733231761,28.2,77.25,0.08,3548.3,0.02,2966.9,32.6,62.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733232197,28.117,77.667,0.08,3548.3100000000004,0.02,2966.9,32.6,62.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733232371,28.15,75.286,0.08,3548.3100000000004,0.02,2966.9,32.6,61.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733232822,28.183,75.214,0.08,3548.32,0.02,2966.91,32.5,61.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733232980,28.2,77.5,0.08,3548.32,0.02,2966.91,32.5,61.0,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733233597,28.25,75.071,0.08,3548.33,0.02,2966.91,32.4,61.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,0.0,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733234209,28.283,74.857,0.08,3548.3500000000004,0.02,2966.91,32.3,61.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733234827,28.3,77.167,0.08,3548.37,0.02,2966.91,32.3,61.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733235245,28.35,74.857,0.08,3548.38,0.02,2966.92,32.8,61.5,1.0,0.0,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733236043,28.467,73.643,0.08,3548.3900000000003,0.02,2966.92,33.2,56.0,1.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733236169,28.467,73.643,0.08,3548.3900000000003,0.02,2966.92,33.2,56.0,1.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733236387,28.483,76.333,0.08,3548.4,0.02,2966.92,33.2,56.0,1.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733236436,28.483,76.333,0.08,3548.4,0.02,2966.92,33.2,56.0,1.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733236628,28.483,76.333,0.08,3548.4,0.02,2966.92,33.2,56.0,1.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733237016,28.567,73.286,0.08,3548.41,0.11,2966.92,33.2,56.0,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733237644,26.75,65.429,7.8,3549.4700000000003,5.08,2967.67,33.2,55.5,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733238273,24.767,61.714,2.5300000000000002,3550.1800000000003,3.54,2968.38,33.5,56.0,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733238902,24.25,62.714,0.93,3550.71,2.66,2968.95,33.5,55.5,1.0,0.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733239530,24.117,63.214,1.51,3551.2299999999996,3.21,2969.46,33.1,56.5,1.0,1.0,ON,LOW,21.0,COOL,ON,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733240159,24.267,65.167,2.9400000000000004,3551.7799999999997,0.02,2969.67,33.1,56.5,0.0,4.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733240787,24.5,63.143,4.41,3552.37,0.02,2969.67,32.9,56.5,0.0,4.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733241416,24.55,62.786,4.93,3553.09,0.02,2969.68,32.9,56.5,0.0,4.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733242044,24.367,61.286,0.8400000000000001,3553.77,0.68,2969.7,33.0,56.5,0.0,2.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.5,COOL,ON,LOW,22.5,AUTO,ON,LOW,22.5,COOL
1733242673,25.317,63.143,0.09000000000000001,3553.8199999999997,0.02,2969.71,32.8,56.5,0.0,1.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733243301,26.117,62.929,0.08,3553.83,0.02,2969.71,32.6,58.0,0.0,1.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733243930,26.5,63.0,0.08,3553.84,0.02,2969.72,32.3,58.5,0.0,1.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733244558,26.767,64.167,0.08,3553.86,0.02,2969.72,32.3,58.5,0.0,1.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733245187,27.22,64.583,0.08,3553.88,0.02,2969.72,31.1,66.5,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733245815,27.133,66.643,0.1,3553.8900000000003,0.02,2969.72,30.9,68.5,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733246444,27.217,67.643,0.08,3553.9,0.02,2969.73,30.7,70.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733247072,27.3,68.143,0.08,3553.92,0.02,2969.73,30.7,70.5,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733247701,27.383,68.643,0.08,3553.94,0.02,2969.73,30.5,71.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733248329,27.433,69.071,0.08,3553.95,0.02,2969.74,30.5,71.5,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733248958,27.5,70.643,0.08,3553.96,0.02,2969.74,30.1,75.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733249586,27.55,71.429,0.08,3553.98,0.02,2969.74,29.5,76.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733250215,27.583,72.0,0.08,3553.99,0.02,2969.74,29.3,76.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733250843,27.567,72.143,0.08,3554.01,0.02,2969.75,29.2,76.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733251472,27.583,72.5,0.08,3554.0299999999997,0.02,2969.75,28.9,79.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
1733252101,27.583,72.857,0.08,3554.04,0.02,2969.75,28.9,79.0,0.0,0.0,OFF,LOW,21.0,COOL,OFF,LOW,21.0,COOL,OFF,LOW,22.0,COOL,OFF,LOW,22.5,COOL,OFF,LOW,22.5,AUTO,OFF,LOW,22.5,COOL
